Weight (lbs):,83.91468824559335
,
"velocity (vertical, m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.39,-1.03,2048,0.72,1615
,
"velocity (horizontal, m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.08,-0.21,21115,0.36,25648
,
"velocity (m/s)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.42,0.00,25915,1.04,2048
,
"acceleration (vertical, m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.19,-7.37,1881,5.95,981
,
"acceleration (horizontal, m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.31,-1.29,1948,1.39,12115
,
"acceleration (m/s^2)",
video,average,min,time of min (ms),max,time of max (ms)
1,1.30,0.00,25915,7.42,1881
,
"displacement (vertical, m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.00,-0.46,17915,0.03,16280
,
"displacement (horizontal, m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.07,-0.08,915,0.29,25915
,
"displacement (m)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.21,0.00,0,0.46,17915
,
"power (vertical, kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.33,0.00,25915,0.62,1581
,
"power (horizontal, kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.00,0.00,25915,0.02,25181
,
"power (kW)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.33,0.00,25915,0.62,1581
,
"force (vertical, kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.82,0.20,1881,1.32,981
,
"force (horizontal, kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.05,0.00,25915,0.12,12115
,
"force (kN)",
video,average,min,time of min (ms),max,time of max (ms)
1,0.82,0.20,1881,1.32,981
,
Frame number,Time (s),"velocity (vertical, m/s)","velocity (horizontal, m/s)","velocity (m/s)","acceleration (vertical, m/s^2)","acceleration (horizontal, m/s^2)","acceleration (m/s^2)","displacement (vertical, m)","displacement (horizontal, m)","displacement (m)","power (vertical, kW)","power (horizontal, kW)","power (kW)","force (vertical, kN)","force (horizontal, kN)","force (kN)"
535,17,-0.54,-0.08,0.54,2.04,0.37,2.08,-0.41,-0.07,0.42,0.00,0.00,0.00,0.99,0.03,1.00
536,17,-0.46,-0.06,0.46,2.82,0.50,2.87,-0.43,-0.07,0.44,0.00,0.00,0.00,1.06,0.04,1.06
537,17,-0.34,-0.04,0.35,4.14,0.86,4.23,-0.44,-0.07,0.45,0.00,0.00,0.00,1.17,0.07,1.17
538,17,-0.19,-0.00,0.19,4.98,1.24,5.14,-0.46,-0.07,0.46,0.00,0.00,0.00,1.24,0.10,1.25
539,17,-0.02,0.04,0.04,4.95,1.25,5.10,-0.46,-0.07,0.46,0.00,0.00,0.00,1.24,0.10,1.24
540,17,0.13,0.07,0.15,4.20,0.89,4.30,-0.46,-0.07,0.46,0.16,0.01,0.16,1.18,0.08,1.18
541,17,0.25,0.10,0.27,2.90,0.35,2.92,-0.45,-0.07,0.45,0.27,0.00,0.27,1.07,0.03,1.07
542,18,0.33,0.10,0.34,1.77,-0.18,1.78,-0.44,-0.06,0.44,0.32,0.00,0.32,0.97,0.00,0.97
543,18,0.38,0.09,0.39,1.14,-0.33,1.19,-0.42,-0.06,0.43,0.34,0.00,0.34,0.92,0.00,0.92
544,18,0.41,0.08,0.41,0.67,-0.15,0.69,-0.41,-0.06,0.42,0.36,0.00,0.36,0.88,0.00,0.88
545,18,0.42,0.08,0.43,0.28,0.03,0.28,-0.40,-0.05,0.40,0.36,0.00,0.36,0.85,0.00,0.85
546,18,0.42,0.08,0.43,-0.12,0.07,0.14,-0.38,-0.05,0.39,0.34,0.00,0.34,0.81,0.01,0.81
547,18,0.41,0.08,0.42,-0.50,0.02,0.50,-0.37,-0.05,0.37,0.32,0.00,0.32,0.78,0.00,0.78
548,18,0.39,0.08,0.40,-0.56,-0.08,0.56,-0.35,-0.05,0.36,0.31,0.00,0.31,0.78,0.00,0.78
549,18,0.38,0.08,0.39,-0.40,-0.21,0.45,-0.34,-0.04,0.34,0.30,0.00,0.30,0.79,0.00,0.79
550,18,0.37,0.07,0.37,-0.28,-0.29,0.40,-0.33,-0.04,0.33,0.29,0.00,0.29,0.80,0.00,0.80
551,18,0.36,0.06,0.36,-0.19,-0.20,0.27,-0.32,-0.04,0.32,0.29,0.00,0.29,0.81,0.00,0.81
552,18,0.35,0.05,0.36,-0.14,-0.07,0.16,-0.31,-0.04,0.31,0.29,0.00,0.29,0.81,0.00,0.81
553,18,0.35,0.05,0.35,-0.12,-0.04,0.13,-0.29,-0.04,0.30,0.28,0.00,0.28,0.81,0.00,0.81
554,18,0.35,0.05,0.35,-0.05,-0.10,0.11,-0.28,-0.03,0.28,0.28,0.00,0.28,0.82,0.00,0.82
555,18,0.35,0.04,0.35,-0.01,-0.19,0.19,-0.27,-0.03,0.27,0.29,0.00,0.29,0.82,0.00,0.82
556,18,0.35,0.04,0.35,0.02,-0.19,0.19,-0.26,-0.03,0.26,0.29,0.00,0.29,0.83,0.00,0.83
557,18,0.35,0.03,0.35,0.06,-0.07,0.09,-0.25,-0.03,0.25,0.29,0.00,0.29,0.83,0.00,0.83
558,18,0.35,0.03,0.35,0.07,0.05,0.09,-0.24,-0.03,0.24,0.29,0.00,0.29,0.83,0.00,0.83
559,18,0.35,0.04,0.36,0.10,0.07,0.12,-0.22,-0.03,0.23,0.29,0.00,0.29,0.83,0.01,0.83
560,18,0.36,0.04,0.36,0.06,-0.00,0.06,-0.21,-0.03,0.21,0.30,0.00,0.30,0.83,0.00,0.83
561,18,0.36,0.04,0.36,-0.07,-0.06,0.10,-0.20,-0.02,0.20,0.29,0.00,0.29,0.82,0.00,0.82
562,18,0.35,0.03,0.35,-0.15,0.02,0.15,-0.19,-0.02,0.19,0.29,0.00,0.29,0.81,0.00,0.81
563,18,0.35,0.04,0.35,-0.16,0.20,0.26,-0.18,-0.02,0.18,0.28,0.00,0.28,0.81,0.02,0.81
564,18,0.34,0.05,0.35,-0.10,0.30,0.32,-0.17,-0.02,0.17,0.28,0.00,0.28,0.81,0.03,0.82
565,18,0.34,0.06,0.35,0.06,0.28,0.29,-0.15,-0.02,0.16,0.28,0.00,0.28,0.83,0.02,0.83
566,18,0.35,0.06,0.35,0.18,0.19,0.27,-0.14,-0.02,0.14,0.29,0.00,0.29,0.84,0.02,0.84
567,18,0.35,0.07,0.36,0.18,0.06,0.19,-0.13,-0.02,0.13,0.30,0.00,0.30,0.84,0.01,0.84
568,18,0.36,0.07,0.36,0.16,-0.09,0.18,-0.12,-0.01,0.12,0.30,0.00,0.30,0.84,0.00,0.84
569,18,0.36,0.06,0.37,0.15,-0.16,0.22,-0.11,-0.01,0.11,0.30,0.00,0.30,0.84,0.00,0.84
570,18,0.37,0.06,0.37,0.20,-0.12,0.24,-0.10,-0.01,0.10,0.31,0.00,0.31,0.84,0.00,0.84
571,18,0.38,0.06,0.38,0.31,0.05,0.32,-0.08,-0.01,0.08,0.32,0.00,0.32,0.85,0.00,0.85
572,19,0.39,0.06,0.39,0.28,0.17,0.33,-0.07,-0.00,0.07,0.33,0.00,0.33,0.85,0.01,0.85
573,19,0.39,0.07,0.40,0.01,0.09,0.09,-0.06,-0.00,0.06,0.32,0.00,0.32,0.82,0.01,0.82
574,19,0.39,0.07,0.39,-0.36,-0.07,0.36,-0.04,0.00,0.04,0.31,0.00,0.31,0.79,0.00,0.79
575,19,0.37,0.06,0.37,-0.88,-0.16,0.89,-0.03,0.00,0.03,0.27,0.00,0.27,0.75,0.00,0.75
576,19,0.33,0.06,0.33,-1.56,-0.14,1.57,-0.02,0.00,0.02,0.23,0.00,0.23,0.69,0.00,0.69
577,19,0.27,0.05,0.27,-2.18,-0.10,2.18,-0.01,0.01,0.01,0.17,0.00,0.17,0.64,0.00,0.64
578,19,0.18,0.05,0.19,-2.69,-0.13,2.69,0.00,0.01,0.01,0.11,0.00,0.11,0.60,0.00,0.60
579,19,0.09,0.05,0.10,-2.81,-0.09,2.81,0.00,0.01,0.01,0.05,0.00,0.05,0.59,0.00,0.59
580,19,0.00,0.05,0.05,-2.21,0.07,2.21,0.01,0.01,0.01,0.00,0.00,0.00,0.64,0.01,0.64
581,19,-0.05,0.05,0.07,-1.29,0.20,1.31,0.00,0.01,0.01,0.00,0.00,0.00,0.71,0.02,0.71
582,19,-0.08,0.06,0.10,-0.48,0.15,0.51,0.00,0.01,0.01,0.00,0.00,0.00,0.78,0.01,0.78
583,19,-0.09,0.06,0.11,0.17,-0.01,0.17,-0.00,0.02,0.02,0.00,0.00,0.00,0.84,0.00,0.84
584,19,-0.07,0.06,0.09,0.57,-0.11,0.58,-0.01,0.02,0.02,0.00,0.00,0.00,0.87,0.00,0.87
585,19,-0.05,0.05,0.07,0.82,-0.15,0.84,-0.01,0.02,0.02,0.00,0.00,0.00,0.89,0.00,0.89
586,19,-0.02,0.05,0.05,0.95,-0.16,0.96,-0.01,0.02,0.02,0.00,0.00,0.00,0.90,0.00,0.90
587,19,0.01,0.04,0.04,0.67,-0.11,0.68,-0.01,0.02,0.03,0.01,0.00,0.01,0.88,0.00,0.88
588,19,0.02,0.04,0.05,0.21,0.03,0.21,-0.01,0.02,0.03,0.02,0.00,0.02,0.84,0.00,0.84
589,19,0.02,0.04,0.05,-0.04,0.24,0.25,-0.01,0.03,0.03,0.02,0.00,0.02,0.82,0.02,0.82
590,19,0.02,0.06,0.06,0.07,0.34,0.35,-0.01,0.03,0.03,0.02,0.00,0.02,0.83,0.03,0.83
591,19,0.03,0.06,0.07,0.28,0.14,0.31,-0.01,0.03,0.03,0.02,0.00,0.02,0.85,0.01,0.85
592,19,0.04,0.06,0.07,0.19,-0.12,0.22,-0.01,0.03,0.03,0.03,0.00,0.03,0.84,0.00,0.84
593,19,0.04,0.06,0.07,-0.17,-0.15,0.23,-0.00,0.03,0.03,0.03,0.00,0.03,0.81,0.00,0.81
594,19,0.03,0.05,0.06,-0.34,-0.06,0.34,-0.00,0.04,0.04,0.02,0.00,0.02,0.79,0.00,0.79
595,19,0.02,0.05,0.06,-0.22,0.03,0.22,-0.00,0.04,0.04,0.02,0.00,0.02,0.80,0.00,0.80
596,19,0.01,0.06,0.06,-0.09,-0.02,0.09,-0.00,0.04,0.04,0.01,0.00,0.01,0.82,0.00,0.82
597,19,0.01,0.05,0.05,0.03,-0.25,0.25,-0.00,0.04,0.04,0.01,0.00,0.01,0.83,0.00,0.83
598,19,0.02,0.04,0.04,0.14,-0.36,0.39,0.00,0.04,0.04,0.01,0.00,0.01,0.84,0.00,0.84
599,19,0.02,0.03,0.04,0.31,-0.26,0.41,0.00,0.04,0.04,0.02,0.00,0.02,0.85,0.00,0.85
600,19,0.04,0.02,0.04,0.52,-0.18,0.55,0.00,0.04,0.04,0.03,0.00,0.03,0.87,0.00,0.87
601,19,0.05,0.02,0.06,0.48,-0.17,0.51,0.00,0.04,0.04,0.05,0.00,0.05,0.86,0.00,0.86
602,20,0.07,0.01,0.07,0.18,-0.23,0.29,0.00,0.05,0.05,0.06,0.00,0.06,0.84,0.00,0.84
603,20,0.07,0.00,0.07,-0.13,-0.24,0.28,0.01,0.05,0.05,0.05,0.00,0.05,0.81,0.00,0.81
604,20,0.06,-0.00,0.06,-0.31,-0.02,0.31,0.01,0.05,0.05,0.05,0.00,0.05,0.80,0.00,0.80
605,20,0.05,0.00,0.05,-0.33,0.36,0.49,0.01,0.05,0.05,0.04,0.00,0.04,0.80,0.03,0.80
606,20,0.04,0.02,0.04,-0.22,0.48,0.53,0.01,0.05,0.05,0.03,0.00,0.03,0.81,0.04,0.81
607,20,0.03,0.03,0.04,-0.06,0.16,0.17,0.01,0.05,0.05,0.03,0.00,0.03,0.82,0.01,0.82
608,20,0.04,0.03,0.04,0.13,-0.24,0.27,0.01,0.05,0.05,0.03,0.00,0.03,0.83,0.00,0.83
609,20,0.04,0.02,0.04,0.18,-0.41,0.45,0.02,0.05,0.05,0.03,0.00,0.03,0.84,0.00,0.84
610,20,0.04,0.00,0.04,-0.05,-0.36,0.37,0.02,0.05,0.05,0.04,0.00,0.04,0.82,0.00,0.82
611,20,0.04,-0.00,0.04,-0.24,-0.07,0.25,0.02,0.05,0.05,0.03,0.00,0.03,0.80,0.00,0.80
612,20,0.03,-0.00,0.03,-0.18,0.22,0.29,0.02,0.05,0.05,0.02,0.00,0.02,0.81,0.02,0.81
613,20,0.03,0.01,0.03,0.02,0.22,0.22,0.02,0.05,0.05,0.02,0.00,0.02,0.82,0.02,0.82
614,20,0.03,0.01,0.03,0.11,0.00,0.11,0.02,0.05,0.05,0.03,0.00,0.03,0.83,0.00,0.83
615,20,0.03,0.01,0.03,-0.10,-0.18,0.21,0.02,0.05,0.05,0.03,0.00,0.03,0.81,0.00,0.81
616,20,0.02,-0.00,0.02,-0.36,-0.18,0.40,0.02,0.05,0.06,0.02,0.00,0.02,0.79,0.00,0.79
617,20,0.01,-0.01,0.01,-0.34,-0.05,0.34,0.03,0.05,0.05,0.01,0.00,0.01,0.79,0.00,0.79
618,20,0.00,-0.00,0.00,-0.11,0.02,0.11,0.02,0.05,0.05,0.00,0.00,0.00,0.81,0.00,0.81
619,20,0.00,-0.00,0.01,0.09,-0.10,0.14,0.02,0.05,0.06,0.00,0.00,0.00,0.83,0.00,0.83
620,20,0.01,-0.01,0.01,0.03,-0.30,0.30,0.03,0.05,0.06,0.00,0.00,0.00,0.83,0.00,0.83
621,20,0.00,-0.02,0.02,-0.18,-0.26,0.32,0.03,0.05,0.05,0.00,0.00,0.00,0.81,0.00,0.81
622,20,-0.00,-0.03,0.03,-0.29,-0.04,0.29,0.03,0.05,0.05,0.00,0.00,0.00,0.80,0.00,0.80
623,20,-0.02,-0.03,0.03,-0.45,0.06,0.46,0.03,0.05,0.05,0.00,0.00,0.00,0.79,0.00,0.79
624,20,-0.04,-0.03,0.04,-0.64,0.03,0.64,0.02,0.05,0.05,0.00,0.00,0.00,0.77,0.00,0.77
625,20,-0.06,-0.03,0.06,-0.76,-0.13,0.78,0.02,0.04,0.05,0.00,0.00,0.00,0.76,0.00,0.76
626,20,-0.09,-0.04,0.10,-1.06,-0.39,1.13,0.02,0.04,0.05,0.00,0.00,0.00,0.73,0.00,0.73
627,20,-0.13,-0.05,0.14,-1.51,-0.55,1.60,0.02,0.04,0.05,0.00,0.00,0.00,0.70,0.00,0.70
628,20,-0.19,-0.07,0.20,-2.04,-0.51,2.11,0.01,0.04,0.04,0.00,0.00,0.00,0.65,0.00,0.65
629,20,-0.27,-0.09,0.28,-2.71,-0.45,2.75,0.01,0.04,0.04,0.00,0.00,0.00,0.60,0.00,0.60
630,20,-0.37,-0.10,0.38,-3.11,-0.59,3.17,-0.00,0.03,0.03,0.00,0.00,0.00,0.56,0.00,0.56
631,20,-0.47,-0.13,0.49,-2.97,-0.90,3.10,-0.02,0.03,0.04,0.00,0.00,0.00,0.57,0.00,0.57
632,21,-0.56,-0.16,0.58,-2.44,-1.04,2.65,-0.04,0.03,0.05,0.00,0.00,0.00,0.62,0.00,0.62
633,21,-0.63,-0.19,0.66,-1.60,-0.82,1.80,-0.06,0.02,0.06,0.00,0.00,0.00,0.69,0.00,0.69
634,21,-0.67,-0.21,0.70,-0.69,-0.34,0.77,-0.08,0.01,0.08,0.00,0.00,0.00,0.77,0.00,0.77
635,21,-0.68,-0.21,0.71,-0.20,0.10,0.22,-0.10,0.01,0.10,0.00,0.00,0.00,0.81,0.01,0.81
636,21,-0.68,-0.21,0.72,-0.09,0.26,0.27,-0.13,-0.00,0.13,0.00,0.00,0.00,0.82,0.02,0.82
637,21,-0.69,-0.20,0.71,0.04,0.25,0.26,-0.15,-0.01,0.15,0.00,0.00,0.00,0.83,0.02,0.83
638,21,-0.68,-0.19,0.71,0.31,0.22,0.39,-0.17,-0.01,0.17,0.00,0.00,0.00,0.85,0.02,0.85
639,21,-0.67,-0.19,0.69,0.65,0.12,0.66,-0.19,-0.02,0.20,0.00,0.00,0.00,0.88,0.01,0.88
640,21,-0.64,-0.18,0.66,0.80,0.04,0.80,-0.22,-0.03,0.22,0.00,0.00,0.00,0.89,0.00,0.89
641,21,-0.62,-0.18,0.64,0.54,0.11,0.55,-0.24,-0.03,0.24,0.00,0.00,0.00,0.87,0.01,0.87
642,21,-0.60,-0.17,0.63,0.18,0.29,0.34,-0.26,-0.04,0.26,0.00,0.00,0.00,0.84,0.02,0.84
643,21,-0.60,-0.16,0.62,0.28,0.51,0.58,-0.28,-0.04,0.28,0.00,0.00,0.00,0.85,0.04,0.85
644,21,-0.58,-0.14,0.60,0.56,0.58,0.81,-0.30,-0.05,0.30,0.00,0.00,0.00,0.87,0.05,0.87
645,21,-0.57,-0.12,0.58,0.43,0.50,0.66,-0.32,-0.05,0.32,0.00,0.00,0.00,0.86,0.04,0.86
646,21,-0.55,-0.11,0.56,0.24,0.50,0.55,-0.33,-0.06,0.34,0.00,0.00,0.00,0.84,0.04,0.84
647,21,-0.54,-0.09,0.55,0.61,0.61,0.87,-0.35,-0.06,0.36,0.00,0.00,0.00,0.87,0.05,0.88
648,21,-0.51,-0.07,0.51,1.77,0.83,1.96,-0.37,-0.06,0.38,0.00,0.00,0.00,0.97,0.07,0.97
649,21,-0.42,-0.03,0.42,3.38,1.06,3.54,-0.39,-0.07,0.39,0.00,0.00,0.00,1.11,0.09,1.11
650,21,-0.29,0.00,0.29,4.48,0.98,4.59,-0.40,-0.07,0.41,0.00,0.00,0.00,1.20,0.08,1.20
651,21,-0.13,0.03,0.13,4.84,0.64,4.89,-0.41,-0.07,0.41,0.00,0.00,0.00,1.23,0.05,1.23
652,21,0.03,0.04,0.05,4.88,0.32,4.89,-0.41,-0.06,0.42,0.04,0.00,0.04,1.23,0.03,1.23
653,21,0.19,0.05,0.19,4.40,0.07,4.40,-0.41,-0.06,0.41,0.22,0.00,0.22,1.19,0.01,1.19
654,21,0.32,0.05,0.32,3.20,-0.05,3.20,-0.40,-0.06,0.40,0.35,0.00,0.35,1.09,0.00,1.09
655,21,0.40,0.05,0.40,1.58,0.04,1.59,-0.38,-0.06,0.39,0.38,0.00,0.38,0.96,0.00,0.96
656,21,0.42,0.05,0.43,0.13,0.16,0.21,-0.37,-0.06,0.37,0.35,0.00,0.35,0.83,0.01,0.83
657,21,0.41,0.06,0.42,-0.54,0.20,0.57,-0.35,-0.06,0.36,0.32,0.00,0.32,0.78,0.02,0.78
658,21,0.40,0.07,0.40,-0.48,0.22,0.53,-0.34,-0.05,0.34,0.31,0.00,0.31,0.78,0.02,0.78
659,21,0.38,0.07,0.39,-0.34,0.19,0.39,-0.33,-0.05,0.33,0.31,0.00,0.31,0.79,0.02,0.79
660,21,0.37,0.08,0.38,-0.41,0.08,0.42,-0.31,-0.05,0.32,0.29,0.00,0.29,0.79,0.01,0.79
661,21,0.36,0.08,0.37,-0.47,-0.02,0.47,-0.30,-0.05,0.31,0.28,0.00,0.28,0.78,0.00,0.78
662,22,0.34,0.08,0.35,-0.50,-0.09,0.51,-0.29,-0.04,0.29,0.27,0.00,0.27,0.78,0.00,0.78
663,22,0.32,0.07,0.33,-0.46,-0.18,0.49,-0.28,-0.04,0.28,0.25,0.00,0.25,0.78,0.00,0.78
664,22,0.31,0.07,0.32,-0.32,-0.09,0.33,-0.27,-0.04,0.27,0.25,0.00,0.25,0.80,0.00,0.80
665,22,0.30,0.07,0.31,-0.30,0.16,0.34,-0.26,-0.04,0.26,0.24,0.00,0.24,0.80,0.01,0.80
666,22,0.29,0.08,0.30,-0.32,0.34,0.47,-0.25,-0.03,0.25,0.23,0.00,0.23,0.80,0.03,0.80
667,22,0.28,0.09,0.30,-0.22,0.37,0.43,-0.24,-0.03,0.24,0.23,0.00,0.23,0.80,0.03,0.81
668,22,0.28,0.10,0.29,-0.03,0.20,0.20,-0.23,-0.03,0.23,0.23,0.00,0.23,0.82,0.02,0.82
669,22,0.28,0.10,0.30,0.13,0.02,0.13,-0.22,-0.02,0.22,0.23,0.00,0.23,0.83,0.00,0.83
670,22,0.28,0.10,0.30,0.12,-0.01,0.13,-0.21,-0.02,0.21,0.24,0.00,0.24,0.83,0.00,0.83
671,22,0.29,0.10,0.30,0.02,-0.01,0.02,-0.20,-0.02,0.20,0.24,0.00,0.24,0.82,0.00,0.82
672,22,0.28,0.10,0.30,-0.11,-0.04,0.11,-0.19,-0.01,0.19,0.23,0.00,0.23,0.81,0.00,0.81
673,22,0.28,0.10,0.30,-0.18,-0.10,0.20,-0.18,-0.01,0.18,0.23,0.00,0.23,0.81,0.00,0.81
674,22,0.28,0.10,0.29,0.03,-0.12,0.12,-0.17,-0.01,0.17,0.23,0.00,0.23,0.83,0.00,0.83
675,22,0.28,0.09,0.30,0.25,-0.01,0.25,-0.16,-0.00,0.16,0.24,0.00,0.24,0.84,0.00,0.84
676,22,0.29,0.09,0.30,0.22,0.07,0.24,-0.16,-0.00,0.16,0.24,0.00,0.24,0.84,0.01,0.84
677,22,0.30,0.10,0.31,0.23,0.02,0.23,-0.15,0.00,0.15,0.25,0.00,0.25,0.84,0.00,0.84
678,22,0.30,0.10,0.32,0.15,-0.09,0.17,-0.13,0.00,0.13,0.25,0.00,0.25,0.84,0.00,0.84
679,22,0.31,0.09,0.32,-0.05,-0.25,0.26,-0.13,0.01,0.13,0.25,0.00,0.25,0.82,0.00,0.82
680,22,0.30,0.08,0.31,-0.08,-0.33,0.34,-0.12,0.01,0.12,0.25,0.00,0.25,0.82,0.00,0.82
681,22,0.30,0.07,0.31,-0.12,-0.19,0.22,-0.10,0.01,0.11,0.24,0.00,0.24,0.81,0.00,0.81
682,22,0.29,0.07,0.30,-0.18,0.07,0.19,-0.09,0.02,0.10,0.24,0.00,0.24,0.81,0.01,0.81
683,22,0.29,0.07,0.30,0.02,0.19,0.20,-0.09,0.02,0.09,0.24,0.00,0.24,0.83,0.02,0.83
684,22,0.30,0.08,0.31,0.15,0.07,0.17,-0.08,0.02,0.08,0.25,0.00,0.25,0.84,0.01,0.84
685,22,0.30,0.08,0.31,-0.09,-0.13,0.16,-0.07,0.02,0.07,0.24,0.00,0.24,0.82,0.00,0.82
686,22,0.29,0.07,0.30,-0.35,-0.16,0.39,-0.05,0.03,0.06,0.23,0.00,0.23,0.79,0.00,0.79
687,22,0.28,0.07,0.28,-0.34,0.03,0.34,-0.05,0.03,0.05,0.22,0.00,0.22,0.79,0.00,0.79
688,22,0.27,0.07,0.28,-0.20,0.23,0.30,-0.04,0.03,0.05,0.22,0.00,0.22,0.81,0.02,0.81
689,22,0.26,0.08,0.28,-0.11,0.16,0.20,-0.03,0.03,0.04,0.21,0.00,0.21,0.81,0.01,0.81
690,22,0.26,0.08,0.27,-0.30,-0.11,0.32,-0.02,0.04,0.04,0.21,0.00,0.21,0.80,0.00,0.80
691,22,0.24,0.07,0.25,-0.79,-0.39,0.88,-0.01,0.04,0.04,0.18,0.00,0.18,0.76,0.00,0.76
692,23,0.21,0.06,0.21,-1.14,-0.52,1.25,-0.00,0.04,0.04,0.15,0.00,0.15,0.73,0.00,0.73
693,23,0.17,0.04,0.17,-1.16,-0.51,1.27,0.00,0.04,0.04,0.12,0.00,0.12,0.73,0.00,0.73
694,23,0.13,0.02,0.13,-1.20,-0.43,1.28,0.01,0.04,0.04,0.09,0.00,0.09,0.72,0.00,0.72
695,23,0.09,0.01,0.09,-1.38,-0.23,1.40,0.01,0.04,0.05,0.06,0.00,0.06,0.71,0.00,0.71
696,23,0.04,0.01,0.04,-1.45,-0.07,1.45,0.01,0.04,0.05,0.03,0.00,0.03,0.70,0.00,0.70
697,23,-0.01,0.01,0.01,-1.32,-0.14,1.32,0.02,0.04,0.05,0.00,0.00,0.00,0.71,0.00,0.71
698,23,-0.05,0.00,0.05,-1.01,-0.22,1.04,0.01,0.04,0.05,0.00,0.00,0.00,0.74,0.00,0.74
699,23,-0.07,-0.01,0.07,-0.46,-0.17,0.49,0.01,0.04,0.05,0.00,0.00,0.00,0.78,0.00,0.78
700,23,-0.08,-0.01,0.08,0.19,0.01,0.19,0.01,0.04,0.04,0.00,0.00,0.00,0.84,0.00,0.84
701,23,-0.06,-0.01,0.06,0.60,0.19,0.63,0.00,0.04,0.04,0.00,0.00,0.00,0.87,0.02,0.87
702,23,-0.04,-0.00,0.04,0.74,0.14,0.76,0.00,0.04,0.04,0.00,0.00,0.00,0.89,0.01,0.89
703,23,-0.02,0.00,0.02,0.63,-0.01,0.63,0.00,0.04,0.04,0.00,0.00,0.00,0.88,0.00,0.88
704,23,0.00,-0.00,0.00,0.42,-0.07,0.43,0.00,0.04,0.04,0.00,0.00,0.00,0.86,0.00,0.86
705,23,0.01,-0.00,0.01,0.29,-0.13,0.32,0.00,0.04,0.04,0.01,0.00,0.01,0.85,0.00,0.85
706,23,0.02,-0.01,0.02,0.09,-0.21,0.23,0.00,0.04,0.04,0.02,0.00,0.02,0.83,0.00,0.83
707,23,0.02,-0.02,0.02,-0.27,-0.31,0.41,0.00,0.04,0.04,0.01,0.00,0.01,0.80,0.00,0.80
708,23,0.00,-0.03,0.03,-0.67,-0.34,0.75,0.01,0.04,0.04,0.00,0.00,0.00,0.77,0.00,0.77
709,23,-0.03,-0.04,0.05,-0.78,-0.15,0.79,0.00,0.04,0.04,0.00,0.00,0.00,0.76,0.00,0.76
710,23,-0.05,-0.04,0.06,-0.51,0.02,0.51,0.00,0.04,0.04,0.00,0.00,0.00,0.78,0.00,0.78
711,23,-0.06,-0.04,0.07,-0.21,0.00,0.21,0.00,0.04,0.04,0.00,0.00,0.00,0.81,0.00,0.81
712,23,-0.06,-0.04,0.07,-0.01,0.00,0.01,-0.00,0.04,0.04,0.00,0.00,0.00,0.82,0.00,0.82
713,23,-0.06,-0.04,0.07,0.23,0.02,0.23,-0.00,0.04,0.04,0.00,0.00,0.00,0.84,0.00,0.84
714,23,-0.05,-0.04,0.06,0.44,-0.08,0.45,-0.01,0.03,0.03,0.00,0.00,0.00,0.86,0.00,0.86
715,23,-0.03,-0.04,0.05,0.46,-0.16,0.49,-0.01,0.03,0.03,0.00,0.00,0.00,0.86,0.00,0.86
716,23,-0.02,-0.05,0.05,0.26,-0.12,0.29,-0.01,0.03,0.03,0.00,0.00,0.00,0.85,0.00,0.85
717,23,-0.01,-0.05,0.05,0.07,-0.00,0.07,-0.01,0.03,0.03,0.00,0.00,0.00,0.83,0.00,0.83
718,23,-0.01,-0.05,0.05,0.07,0.22,0.23,-0.01,0.03,0.03,0.00,0.00,0.00,0.83,0.02,0.83
719,23,-0.01,-0.04,0.04,0.17,0.31,0.35,-0.01,0.03,0.03,0.00,0.00,0.00,0.84,0.03,0.84
720,23,-0.00,-0.03,0.03,0.20,0.12,0.23,-0.01,0.03,0.03,0.00,0.00,0.00,0.84,0.01,0.84
721,23,0.00,-0.03,0.03,0.06,-0.07,0.09,-0.01,0.02,0.03,0.00,0.00,0.00,0.83,0.00,0.83
722,24,0.00,-0.03,0.03,-0.08,-0.13,0.16,-0.01,0.02,0.03,0.00,0.00,0.00,0.82,0.00,0.82
723,24,-0.00,-0.04,0.04,-0.01,-0.04,0.04,-0.01,0.02,0.02,0.00,0.00,0.00,0.82,0.00,0.82
724,24,0.00,-0.03,0.03,0.11,0.21,0.24,-0.01,0.02,0.02,0.00,0.00,0.00,0.83,0.02,0.83
725,24,0.01,-0.02,0.03,0.11,0.28,0.30,-0.01,0.02,0.02,0.00,0.00,0.00,0.83,0.02,0.83
726,24,0.01,-0.02,0.02,0.06,0.10,0.11,-0.01,0.02,0.02,0.01,0.00,0.01,0.83,0.01,0.83
727,24,0.01,-0.02,0.02,-0.07,-0.06,0.10,-0.01,0.02,0.02,0.01,0.00,0.01,0.82,0.00,0.82
